strategy,query,rank,chunk_id,port,date,distance,auto_relevance_0_2,manual_relevance_0_2
A,How many tanker arrivals were recorded at LVVNT on 2021-01-01?,1,A_PC_220530000_2021-01-01T23-20-06_LVVNT_portcall,LVVNT,2021-01-01,0.3689703941345215,1,
A,How many tanker arrivals were recorded at LVVNT on 2021-01-01?,2,A_PC_276848000_2021-01-01T01-27-45_LVVNT_portcall,LVVNT,2021-01-01,0.3848094940185547,1,
A,How many tanker arrivals were recorded at LVVNT on 2021-01-01?,3,A_PC_245286000_2021-01-01T00-38-44_LVVNT_portcall,LVVNT,2021-01-01,0.5129634737968445,1,
A,How many tanker arrivals were recorded at LVVNT on 2021-01-01?,4,A_AIS_538003490_2021-01-01T12-24-38_54.86516_13.31565_ais,LVVNT,2021-01-01,0.5505387187004089,1,
A,How many tanker arrivals were recorded at LVVNT on 2021-01-01?,5,A_AIS_538003490_2021-01-01T11-57-48_54.83914_13.19165_ais,LVVNT,2021-01-01,0.552201509475708,1,
A,Describe vessel arrivals at Ventspils (LVVNT) on 2021-01-01 and mention dwell anomalies.,1,A_PC_276848000_2021-01-01T01-27-45_LVVNT_portcall,LVVNT,2021-01-01,0.3808788061141968,2,
A,Describe vessel arrivals at Ventspils (LVVNT) on 2021-01-01 and mention dwell anomalies.,2,A_PC_220530000_2021-01-01T23-20-06_LVVNT_portcall,LVVNT,2021-01-01,0.42164498567581177,1,
A,Describe vessel arrivals at Ventspils (LVVNT) on 2021-01-01 and mention dwell anomalies.,3,A_PC_245286000_2021-01-01T00-38-44_LVVNT_portcall,LVVNT,2021-01-01,0.4735122323036194,1,
A,Describe vessel arrivals at Ventspils (LVVNT) on 2021-01-01 and mention dwell anomalies.,4,A_AIS_538003490_2021-01-01T13-53-07_54.94689_13.73474_ais,LVVNT,2021-01-01,0.5136251449584961,1,
A,Describe vessel arrivals at Ventspils (LVVNT) on 2021-01-01 and mention dwell anomalies.,5,A_AIS_538003490_2021-01-01T12-51-38_54.88978_13.44074_ais,LVVNT,2021-01-01,0.5142837762832642,1,
A,List AIS incident-like position jumps for MMSI events around 2021-01-01.,1,A_PC_209543000_2021-01-02T11-29-42_LVRIX_portcall,LVRIX,2021-01-02,0.5994828939437866,1,
A,List AIS incident-like position jumps for MMSI events around 2021-01-01.,2,A_PC_230666000_2021-01-02T05-05-28_LVRIX_portcall,LVRIX,2021-01-02,0.623619556427002,1,
A,List AIS incident-like position jumps for MMSI events around 2021-01-01.,3,A_PC_265411000_2021-01-01T09-39-36_SEUME_portcall,SEUME,2021-01-01,0.6257535219192505,1,
A,List AIS incident-like position jumps for MMSI events around 2021-01-01.,4,A_PC_236039000_2021-01-01T09-36-41_SENRK_portcall,SENRK,2021-01-01,0.6302650570869446,1,
A,List AIS incident-like position jumps for MMSI events around 2021-01-01.,5,A_PC_255805907_2021-01-01T11-57-43_SEMMA_portcall,SEMMA,2021-01-01,0.634981095790863,1,
A,Give a port-day summary for LVVNT on 2021-01-02.,1,A_AIS_538002614_2021-01-02T17-50-05_55.17096_13.90847_ais,LVVNT,2021-01-02,0.6020932197570801,1,
A,Give a port-day summary for LVVNT on 2021-01-02.,2,A_AIS_538002614_2021-01-02T17-35-55_55.17556_13.81757_ais,LVVNT,2021-01-02,0.6032658815383911,1,
A,Give a port-day summary for LVVNT on 2021-01-02.,3,A_AIS_538002614_2021-01-02T15-48-15_55.21621_13.13938_ais,LVVNT,2021-01-02,0.6052381992340088,1,
A,Give a port-day summary for LVVNT on 2021-01-02.,4,A_AIS_538002614_2021-01-02T16-34-58_55.19758_13.43541_ais,LVVNT,2021-01-02,0.6067748665809631,1,
A,Give a port-day summary for LVVNT on 2021-01-02.,5,A_AIS_538002614_2021-01-02T16-48-27_55.19167_13.51835_ais,LVVNT,2021-01-02,0.6073189973831177,1,
A,Were there unusual dwell-time outliers at LVVNT during January 2021?,1,A_PC_305733000_2021-01-22T15-47-55_LVVNT_portcall,LVVNT,2021-01-22,0.5139245986938477,1,
A,Were there unusual dwell-time outliers at LVVNT during January 2021?,2,A_PC_220530000_2021-01-08T21-19-40_LVVNT_portcall,LVVNT,2021-01-08,0.546754002571106,1,
A,Were there unusual dwell-time outliers at LVVNT during January 2021?,3,A_PC_210021000_2021-01-27T07-32-18_LVVNT_portcall,LVVNT,2021-01-27,0.5526156425476074,1,
A,Were there unusual dwell-time outliers at LVVNT during January 2021?,4,A_PC_538002614_2021-01-03T17-46-58_LVVNT_portcall,LVVNT,2021-01-03,0.5545418858528137,1,
A,Were there unusual dwell-time outliers at LVVNT during January 2021?,5,A_PC_538004639_2021-01-23T05-30-17_LVVNT_portcall,LVVNT,2021-01-23,0.5655211210250854,1,
A,Provide evidence about cargo ship traffic to LUBECK between 2021-01-01 and 2021-01-03.,1,A_AIS_212575000_2021-01-03T02-51-21_55.01934_13.89033_ais,LUBECK,2021-01-03,0.41691577434539795,1,
A,Provide evidence about cargo ship traffic to LUBECK between 2021-01-01 and 2021-01-03.,2,A_AIS_212575000_2021-01-03T02-40-00_55.02933_13.94033_ais,LUBECK,2021-01-03,0.4173922538757324,1,
A,Provide evidence about cargo ship traffic to LUBECK between 2021-01-01 and 2021-01-03.,3,A_AIS_212575000_2021-01-03T03-30-01_54.98668_13.71837_ais,LUBECK,2021-01-03,0.42043113708496094,1,
A,Provide evidence about cargo ship traffic to LUBECK between 2021-01-01 and 2021-01-03.,4,A_AIS_212575000_2021-01-03T03-44-01_54.9745_13.6545_ais,LUBECK,2021-01-03,0.42294418811798096,1,
A,Provide evidence about cargo ship traffic to LUBECK between 2021-01-01 and 2021-01-03.,5,A_AIS_212575000_2021-01-03T03-17-20_54.99766_13.77533_ais,LUBECK,2021-01-03,0.4261443614959717,1,
A,Summarize route activity from LVVNT to SEKOG style destinations in early 2021.,1,A_PC_636014622_2021-01-05T16-33-47_LVVNT_portcall,LVVNT,2021-01-05,0.5960272550582886,1,
A,Summarize route activity from LVVNT to SEKOG style destinations in early 2021.,2,A_PC_255805881_2021-01-04T18-43-20_LVVNT_portcall,LVVNT,2021-01-04,0.6046692728996277,1,
A,Summarize route activity from LVVNT to SEKOG style destinations in early 2021.,3,A_PC_209531000_2021-01-04T06-46-26_LVVNT_portcall,LVVNT,2021-01-04,0.6082612872123718,1,
A,Summarize route activity from LVVNT to SEKOG style destinations in early 2021.,4,A_PC_538002614_2021-01-03T17-46-58_LVVNT_portcall,LVVNT,2021-01-03,0.6112725734710693,1,
A,Summarize route activity from LVVNT to SEKOG style destinations in early 2021.,5,A_PC_275110000_2021-01-10T11-23-36_LVVNT_portcall,LVVNT,2021-01-10,0.6197009086608887,1,
A,What evidence indicates congestion pressure at LVVNT on Fridays in 2021?,1,A_PC_538005401_2021-01-15T16-36-47_LVVNT_portcall,LVVNT,2021-01-15,0.5983037948608398,1,
A,What evidence indicates congestion pressure at LVVNT on Fridays in 2021?,2,A_PC_311001007_2021-01-13T16-12-11_LVVNT_portcall,LVVNT,2021-01-13,0.6372065544128418,1,
A,What evidence indicates congestion pressure at LVVNT on Fridays in 2021?,3,A_PC_372443000_2021-01-30T02-30-08_LVVNT_portcall,LVVNT,2021-01-30,0.6378027200698853,1,
A,What evidence indicates congestion pressure at LVVNT on Fridays in 2021?,4,A_PC_636019826_2021-01-07T19-15-40_LVVNT_portcall,LVVNT,2021-01-07,0.6390040516853333,1,
A,What evidence indicates congestion pressure at LVVNT on Fridays in 2021?,5,A_PC_538002667_2021-01-26T18-41-33_LVVNT_portcall,LVVNT,2021-01-26,0.6400559544563293,1,
A,Show representative tanker-related events for LVVNT around 2021-01-03.,1,A_PC_538002614_2021-01-03T17-46-58_LVVNT_portcall,LVVNT,2021-01-03,0.3924536108970642,1,
A,Show representative tanker-related events for LVVNT around 2021-01-03.,2,A_AIS_538002614_2021-01-02T16-48-27_55.19167_13.51835_ais,LVVNT,2021-01-02,0.456909716129303,1,
A,Show representative tanker-related events for LVVNT around 2021-01-03.,3,A_AIS_538002614_2021-01-02T17-49-02_55.17114_13.90439_ais,LVVNT,2021-01-02,0.45981645584106445,1,
A,Show representative tanker-related events for LVVNT around 2021-01-03.,4,A_AIS_538002614_2021-01-02T17-35-55_55.17556_13.81757_ais,LVVNT,2021-01-02,0.4619098901748657,1,
A,Show representative tanker-related events for LVVNT around 2021-01-03.,5,A_AIS_538002614_2021-01-02T17-20-02_55.18067_13.71746_ais,LVVNT,2021-01-02,0.46373605728149414,1,
B,Describe vessel arrivals at Ventspils (LVVNT) on 2021-01-01 and mention dwell anomalies.,1,B_SUM_LVVNT_2021-01-01,LVVNT,2021-01-01,0.36986847509546117,2,
B,List AIS incident-like position jumps for MMSI events around 2021-01-01.,1,B_SUM_SEMMA_2021-01-01,SEMMA,2021-01-01,0.6650426983833313,1,
B,List AIS incident-like position jumps for MMSI events around 2021-01-01.,2,B_SUM_SENRK_2021-01-01,SENRK,2021-01-01,0.6722804307937622,1,
B,List AIS incident-like position jumps for MMSI events around 2021-01-01.,3,B_SUM_SESUS_2021-01-02,SESUS,2021-01-02,0.682161808013916,1,
B,List AIS incident-like position jumps for MMSI events around 2021-01-01.,4,B_SUM_LVRIX_2021-01-02,LVRIX,2021-01-02,0.6926197409629822,1,
B,List AIS incident-like position jumps for MMSI events around 2021-01-01.,5,B_SUM_SEOER_2021-01-02,SEOER,2021-01-02,0.6985056400299072,1,
B,Give a port-day summary for LVVNT on 2021-01-02.,1,B_AIS_LVVNT_2021-01-02,LVVNT,2021-01-02,0.4595653131907853,2,
B,Were there unusual dwell-time outliers at LVVNT during January 2021?,1,B_SUM_LVVNT_2021-01-16,LVVNT,2021-01-16,0.5086764097213745,2,
B,Were there unusual dwell-time outliers at LVVNT during January 2021?,2,B_SUM_LVVNT_2021-01-14,LVVNT,2021-01-14,0.5169999599456787,2,
B,Were there unusual dwell-time outliers at LVVNT during January 2021?,3,B_SUM_LVVNT_2021-01-22,LVVNT,2021-01-22,0.5172353386878967,2,
B,Were there unusual dwell-time outliers at LVVNT during January 2021?,4,B_SUM_LVVNT_2021-01-08,LVVNT,2021-01-08,0.5205210447311401,2,
B,Were there unusual dwell-time outliers at LVVNT during January 2021?,5,B_SUM_LVVNT_2021-01-27,LVVNT,2021-01-27,0.5252445340156555,2,
B,Summarize route activity from LVVNT to SEKOG style destinations in early 2021.,1,B_AIS_LVVNT_2021-01-02,LVVNT,2021-01-02,0.53873610496521,1,
B,Summarize route activity from LVVNT to SEKOG style destinations in early 2021.,2,B_SUM_LVVNT_2021-01-08,LVVNT,2021-01-08,0.5496892929077148,1,
B,Summarize route activity from LVVNT to SEKOG style destinations in early 2021.,3,B_SUM_LVVNT_2021-01-04,LVVNT,2021-01-04,0.5649993419647217,1,
B,Summarize route activity from LVVNT to SEKOG style destinations in early 2021.,4,B_SUM_LVVNT_2021-01-09,LVVNT,2021-01-09,0.5691106915473938,1,
B,Summarize route activity from LVVNT to SEKOG style destinations in early 2021.,5,B_SUM_LVVNT_2021-01-01,LVVNT,2021-01-01,0.569181501865387,1,
B,What evidence indicates congestion pressure at LVVNT on Fridays in 2021?,1,B_SUM_LVVNT_2021-01-06,LVVNT,2021-01-06,0.5411568880081177,1,
B,What evidence indicates congestion pressure at LVVNT on Fridays in 2021?,2,B_SUM_LVVNT_2021-01-22,LVVNT,2021-01-22,0.5579246282577515,1,
B,What evidence indicates congestion pressure at LVVNT on Fridays in 2021?,3,B_SUM_LVVNT_2021-01-24,LVVNT,2021-01-24,0.5588869452476501,1,
B,What evidence indicates congestion pressure at LVVNT on Fridays in 2021?,4,B_SUM_LVVNT_2021-01-07,LVVNT,2021-01-07,0.5589991211891174,1,
B,What evidence indicates congestion pressure at LVVNT on Fridays in 2021?,5,B_SUM_LVVNT_2021-01-27,LVVNT,2021-01-27,0.5651147365570068,1,
C,Describe vessel arrivals at Ventspils (LVVNT) on 2021-01-01 and mention dwell anomalies.,1,C_WIN_LVVNT_0_2021-01-01,LVVNT,2021-01-01,0.38803659047145256,2,
C,List AIS incident-like position jumps for MMSI events around 2021-01-01.,1,C_WIN_SENCS_0_2021-01-02,SENCS,2021-01-02,0.6649837493896484,1,
C,List AIS incident-like position jumps for MMSI events around 2021-01-01.,2,C_WIN_SENOL_0_2021-01-01,SENOL,2021-01-01,0.6674675941467285,1,
C,List AIS incident-like position jumps for MMSI events around 2021-01-01.,3,C_WIN_SEMMA_0_2021-01-01,SEMMA,2021-01-01,0.6683347225189209,1,
C,List AIS incident-like position jumps for MMSI events around 2021-01-01.,4,C_WIN_SESTE_0_2021-01-01,SESTE,2021-01-01,0.6686862707138062,1,
C,List AIS incident-like position jumps for MMSI events around 2021-01-01.,5,C_WIN_SENRK_0_2021-01-01,SENRK,2021-01-01,0.6715099811553955,1,
C,Were there unusual dwell-time outliers at LVVNT during January 2021?,1,C_WIN_LVVNT_45_2021-01-23,LVVNT,2021-01-23,0.4625716209411621,1,
C,Were there unusual dwell-time outliers at LVVNT during January 2021?,2,C_WIN_LVVNT_25_2021-01-13,LVVNT,2021-01-13,0.4639981985092163,1,
C,Were there unusual dwell-time outliers at LVVNT during January 2021?,3,C_WIN_LVVNT_40_2021-01-19,LVVNT,2021-01-19,0.46446549892425537,1,
C,Were there unusual dwell-time outliers at LVVNT during January 2021?,4,C_WIN_LVVNT_30_2021-01-16,LVVNT,2021-01-16,0.46517592668533325,1,
C,Were there unusual dwell-time outliers at LVVNT during January 2021?,5,C_WIN_LVVNT_50_2021-01-23,LVVNT,2021-01-23,0.4670097231864929,1,
C,Summarize route activity from LVVNT to SEKOG style destinations in early 2021.,1,C_WIN_LVVNT_5_2021-01-03,LVVNT,2021-01-03,0.6303350911348131,1,
C,Summarize route activity from LVVNT to SEKOG style destinations in early 2021.,2,C_WIN_LVVNT_10_2021-01-05,LVVNT,2021-01-05,0.6304327087939736,1,
C,Summarize route activity from LVVNT to SEKOG style destinations in early 2021.,3,C_WIN_LVVNT_0_2021-01-01,LVVNT,2021-01-01,0.631659204782308,1,
C,Summarize route activity from LVVNT to SEKOG style destinations in early 2021.,4,C_WIN_LVVNT_15_2021-01-09,LVVNT,2021-01-09,0.6335617363696674,1,
